UUID,Description 1,Domains,AttributeNameENG,Categories,ACS Definition
686c6d68-eb9d-4c80-9775-29f25ef5a131,CheckForStarRating,PROPERTY,Check to add star rating,Rating,"Used to indicate half star national ratings in New Zealand, or star Superior ratings from Hotelstars Union. Used with NationalRating:(CustomText), NationalRatingType:(CustomText), and Qualmark or HotelstarsUnion"
90dd14cf-801e-4cd4-adc1-503aac6b1d0f,ShowTicket:DiscountPercentageOffer:PerDay:PerRoom:ValueAdd:(Percentage),VALUE_ADD_PROMOTION,Percentage,null,The percentage amount off for a value add promotion for a discounted percentage off of show ticket(s) per room per day
54b0c3e4-8e10-11e9-bc42-526af7764f64,Beverage:DiscountPercentageOffer:PerDay:PerRoom:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of a value add promotion for a discounted percentage amount off toward beverages per room per day
7552ec46-1dec-11ea-978f-2e728ce88125,Microwave:BookableUnit:(Description),ROOM_UNIT; SPACE,Description,null,Description of microwave in the bookable unit
50aa9b3c-295f-4570-b34e-d37ba724631e,Housekeeping:Daily,PROPERTY,Daily housekeeping,"ContentScore, Housekeeping, LCS, PartnerCentral:Housekeeping, StructuredAttributeContent","Housekeeping is provided daily for all units
"
50cd1d35-d0d5-4d81-8f17-ef52be0b1077,PropertyDirectory:SupplierQuality,PROPERTY,Supplier Property Name,Vrbo,A distinct name give by a Vrbo supplier as a unique identifier
fce4e9ea-e948-4078-a7cc-e79d0e6e2867,Restaurant:Brunch:Instance3,PROPERTY,Brunch,"Dining, FoodAndBeverage, PartnerCentral:Dining, Restaurant","The third dining venue serves brunch, or a late-morning meal"
99eb4e2b-c0a0-4ffb-b8fa-eb6de535157a,PropertyFloorArea,PROPERTY,Property floor area,"BuildingFeatures, LCS, Vrbo",The total geometric area of a property's floor space
23c47fec-1d3e-47b2-999b-a2ef1c9d3da7,Ski,LODGING_UNDEFINED,Ski,null,Broader concept for ski-related attributes
3f0b2cde-0a66-4b30-937b-cd5fbabccc9c,xGasValveLocation,LODGING_UNDEFINED,Gas valve location,null,Base attribute removed: GasValveLocation; Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226)
77befe12-a3bd-4913-aaed-ca10dfe97b42,ElectricityConsumption:AmountFee:(MeasurementInkWh),PROPERTY,Electricity consumption fee kWh -,null,"The quantity of energy, measured in kilowatt-hours, that must be consumed before the electricity fee is applied"
990787c9-99e3-4e82-bcbe-a180ee093929,Spa:Access:DiscountPercentageOffer:PerDay:PerRoom:ValueAdd:(Percentage),VALUE_ADD_PROMOTION,Percentage,null,The percentage amount off for a value add promotion for a discounted percentage off of spa access provided per room per day
f5a712cb-6191-4812-a3e7-8c6094a70356,LowHeightDesk:BookableUnit:Height:(MeasurementInInches),ROOM_UNIT,Low desk height (inches) -,null,The height (in inches) of the low-height desk in this bookable unit
e1e77358-3b28-4602-acd7-822846cf4924,RollawayExtraBeds:AmountFee:(Amount),PROPERTY,Rollaway bed fee amount -,null,The amount of the rollaway/extra bed fee
54b5ed7b-289b-437a-9309-61423a5af2bc,CityTax:AmountFee:Mandatory:ForAdults:(RecurringEndMonth),PROPERTY,CityAdult1-RecurEnd-Month,null,"End time, day, month, or year for specified item or service; The end month of the recurring period for which the mandatory city tax fee for adults is applied"
c663add9-c7ea-405b-81c5-36db030becfd,Dogs:Onsite:(Count),PROPERTY,Number of dogs residing on site -,null,The number of dogs residing on site
5b77e240-1481-41aa-8a71-1419cb2ed0b7,Gala:Dinner:FeeIncludedInRate:ChristmasEve,PROPERTY,Christmas Eve gala dinner fee included in room rate,"Dining, Fee, FoodAndBeverage, Gala, KBYG, LCS, MandatoryFee, PartnerCentral:Dining, Restaurant",A mandatory fee is included in the room rate for all guests staying on December 24 for a gala dinner
c82af3c0-3619-11e9-b210-d663bd873d93,xCasino:BEXLoyalty,PROPERTY,xCasino promotion,null,Deprecated per CAM-232; Removed base attribute: Casino; Removed base term: BEXLoyalty; Removed broader concept: Casino
89714e00-fac8-49f6-9afd-87b03d72adcb,Internet:InRoom:Fee,PROPERTY,Internet access (surcharge),"Fee, Internet, LCS, SearchFilter:HighspeedInternet, StructuredAttributeContent",Internet access is available in all rooms for a fee
2b10a69f-2d96-4f20-8a4c-b0af11cb0cd1,Renovation:Laundry:Instance2,PROPERTY,Laundry facilities,"PartnerCentral:Renovations, Renovation","Multiple areas at the property are being renovated, including laundry facilities"
f655bc72-4d0f-11ea-b77f-2e728ce88125,PagSeguro,PROPERTY,PagSeguro,"LCS, PartnerCentral:PaymentMethods, PaymentMethods, StructuredAttributeContent",PagSeguro is a Brazil-based mobile app accepted for payments on site
ddd3ec7e-a529-4c75-b926-6dd23b44c944,xFoodAndBeverage:CreditAmountOffer:BEXLoyalty:(Amount),PROPERTY,Food & beverage credit,null,Deprecated per CAM-232; Removed data term: Amount; Removed broader concept: FoodAndBeverage:CreditAmountOffer:BEXLoyalty; A food and beverage credit for a specified amount is offered to BEXLoyalty customers
54b21cc6-8e10-11e9-bc42-526af7764f64,Casino:CreditAmountOffer:PerDay:PerPerson:GuestLimit:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of a value add promotion for a credit amount toward casino per person per day for a specified number of guests
50541f6c-b9bd-11e8-96f8-529269fb1459,FencingPolicy:(SellEndDate),VALUE_ADD_PROMOTION,Sell end date,null,The last date that a value-add promotion is available for booking
54b1c302-8e10-11e9-bc42-526af7764f64,SkiLiftTicket:CreditAmountOffer:PerStay:PerRoom:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of value add promotion for a credit toward ski lift tickets per room per stay
bfabf827-cade-4eea-bedf-c09d06567767,Cats:Onsite:(Count),PROPERTY,Number of cats residing on site -,null,The number of cats residing on site
7903e7b8-2216-4bfb-9e23-de41bd248b55,BarAndOrLounge:UnknownAvailability,PROPERTY,No bar/lounge,"Bar, ContentScore, Dining, FoodAndBeverage, PartnerCentral:Dining",It is unknown if a bar is available at the property or not
cfd8b765-d4b3-400c-860e-5dc86e6d1ea5,Internet:ResortFeeInclusive,PROPERTY,Internet access (may be limited),"Fee, Internet, PartnerCentral:ResortFee, ResortFee",Internet access is included in the resort fee and may be limited
efbd342c-f547-4fdc-a54c-72741105650d,Breakfast:Vegetarian:Available,PROPERTY,Vegetarian breakfast available,"Breakfast, Dining, FoodAndBeverage, LCS, PartnerCentral:Breakfast, PartnerCentral:Green, StructuredAttributeContent, Sustainability, TravalystSustainability, Vrbo","The property has vegetarian breakfast options availble; no meat, poultry, game, fish, shellfish, or meat by-products"
449be6da-3f43-4a4f-816d-4583167cf62a,IrishSpoken,PROPERTY,Irish,"ContentScore, Language, LCS, PartnerCentral:Languages, StructuredAttributeContent",This language is spoken by staff at this property: Irish
ea80cfb3-5b37-4027-a005-665bee0fe654,RecommendUGC:XMD:(Count),PROPERTY,CB-AB-Rec-Cnt,null,Number of reviews on the likeliness former guests would recommend a property evaluated in the last 1.5 years to determine the sentiment score. Created for CAM-638
385b323e-018c-4910-ad5e-cfef7f2b071f,Heating:AmountFee:Mandatory:(Scope),PROPERTY,Heating fee scope -,null,"The scope of the mandatory heating fee (per person, per accomodation, per unit of measure, e.g. kilowatt-hour)"
b8076192-4544-4a1d-bf70-46d2b2604160,NonLocalGuests:(DistanceInKilometers),PROPERTY,Non-local guests distance (kilometers),null,Only guests who don't reside within this distance (in kilometers) from the property can stay
83baa03c-fbaf-407c-afd6-dff9996755f0,Excursion:CreditAmountOffer:PerStay:PerRoom:ValueAdd,VALUE_ADD_PROMOTION,"%amount% excursion credit per room, per stay","RatePlan, StandardValueAdd, ValueAdd, ValueAddPromotion, VAP:Excursion, VAP:OfferType:Credit",Value add promotion inclusion for a credit amount toward excursions per room per stay
d4ab8865-cebe-4468-9a2e-db40689a2a54,SkiCrossCountry,LODGING_UNDEFINED,Cross-country ski,null,Broader concept for attributes related to cross-country skiing
e2c9fbdf-41ab-4277-ab47-674e4c25c636,CeilingFan,PROPERTY,Ceiling fan,"ClimateControl, ContentScore, LCS, PartnerCentral:ClimateControl, StructuredAttributeContent",The property features one or more ceiling fans
20298692-69b2-41fc-b987-6d26baa378bb,RyokanOnsen:Indoor:Private:Shared,PROPERTY,Indoor private mineral hot springs (Japanese-style onsen) in communal space,"LCS, PartnerCentral:RyokanFacilities, Ryokan, SearchFilter:HotSprings, StructuredAttributeContent",There is a public indoor onsen available to guests at this property
8cf0dd0c-ddab-458b-93b6-fff53864ddeb,CruiseTerminalShuttle:Fee,PROPERTY,Cruise terminal shuttle (surcharge),"Fee, LCS, PartnerCentral:OtherTransportation, Transportation",There is a cruise terminal shuttle available for a fee
ed02bacd-cc3e-4fd1-be1c-9a52d173638d,RollinShower:InRoom:Width:(MeasurementInCentimeters),PROPERTY,Roll-in shower width (centimeters) -,null,The width (in centimeters) of the in-room roll-in shower
54b0b5d4-8e10-11e9-bc42-526af7764f64,AmusementPark:Access:Free:PerStay:PerPerson:GuestLimit:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,Amount given for value add promotion  for a credit amount toward amusement park access per person per day for a specified number of guests
d68f4f98-3e03-499e-888a-50b4e028067a,CashTransactionLimit:(MaximumAmount),PROPERTY,Cash transaction limit,null,The property places a limit of transactions conducted in cash. This is the maximum amount allowed
b972238e-2455-4960-a041-319cf6f9083c,Deposit:SpringBreak:(EndDay),PROPERTY,Spring break deposit end day -,null,"The spring break deposit is required during a specified date range, ending on this day of the month; use with Deposit: Spring Break, Deposit:SpringBreak:(StartDay), Deposit:SpringBreak:(StartMonth), and Deposit:SpringBreak:(EndMonth)"
365ca1a8-4470-11ea-b77f-2e728ce88125,RoomLocation,LODGING_UNDEFINED,Room location,null,Broad concept for the specific floor location of a bookable unit
4bd392af-0eff-4b6a-9532-c1761f2332d0,IcelandicSpoken,PROPERTY,Icelandic,"ContentScore, Language, LCS, PartnerCentral:Languages, StructuredAttributeContent",This language is spoken by staff at this property: Icelandic
c7232adf-065f-4231-94bd-e874d4026522,Shuttle:Accessible,PROPERTY,Accessible shuttle,"Accessibility, LCS, PartnerCentral:Accessibility, PartnerCentral:OtherTransportation, StructuredAttributeContent, Transportation","The on-site shuttle is accessible for wheelchair users and other travelers who use mobility devices (such as walkers, canes, or scooters)"
2baf7a5b-22fc-475b-b753-75d64c4a78ff,LocalRestaurantGuide:BookableUnt,ROOM_UNIT,Restaurant dining guide,"Dining, FoodAndBeverage, LCS, PartnerCentral:Conveniences, Restaurant, StructuredAttributeContent",This bookable unit provides a resource listing local dining options
2f57204e-28fb-11ea-978f-2e728ce88125,PropertyPolicy:TransitHotelRestrictedAccess:DocumentationRequired,PROPERTY,Property access requires documentation,"LCS, PartnerCentral:OtherPolicies, StayPolicy",The property requires presentation of travel documentation upon check-in
4795a0d9-b7f4-41b7-89cd-ff7038c14af7,xSportsArenas,LODGING_UNDEFINED,Sports arenas,null,Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226); Base attribute removed: SportsArenas
9ac97011-e07b-46b9-aa75-fab8fdeedde3,MotorizedPersonalWaterSports:AllInclusiveException,PROPERTY,Motorized personal watercraft not included,"AllInclusive, LCS, PartnerCentral:AlllnclusiveActivities",Access to personal motorized watercraft (e.g. jet ski) is not included in all-inclusive rates
cd684334-5d78-433a-8c7e-64f25b80b111,PartialSeaView:BookableUnit,ROOM_UNIT,Partial sea view,"ContentScore, LCS, PartnerCentral:View, SearchFilter:OceanView, StructuredAttributeContent, View",This bookable unit has a view of a sea that may be partially obstructed
d372cbd4-d913-4a12-b2d0-cfdd3c52c99c,Cleaning:VariableFee,PROPERTY,Optional cleaning fee amount varies by unit,"Fee, Housekeeping, LCS, OptionalFee, PartnerCentral:FacilityFee","The amount charged for the optional cleaning fee varies based on the unit; used with Cleaning:Fee
"
4fc0d24c-cc00-4d29-af89-ea7b377e6e48,Resort:AmountFee:Mandatory:(StartMonth),PROPERTY,Resort fee start month -,null,The start month for which the mandatory resort fee is applied
54b1e472-8e10-11e9-bc42-526af7764f64,Tour:Free:PerDay:PerPerson:GuestLimit:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of value add promotion for tour(s) provided per person per day for a specified number of guests
ddb9643e-ba26-11e8-96f8-529269fb1459,Casino:VoucherAmountOffer:PerDay:PerPerson:GuestLimit:ValueAdd:(Amount),VALUE_ADD_PROMOTION,Amount,null,The voucher amount offered for a value add promotion for casino per person per day for a specified number of guests
67262f26-c1a8-4f25-9565-9ee640e0af15,TransferService:AmountFee:Mandatory:ForChildren:(TransferOptions),PROPERTY,TransferFeeTransportationType-Child,null,Transport types that the fee is applied to
c347a837-75a0-41e9-b7ec-2a7ad9a4cab8,AirConditioning:UnknownAvailability,PROPERTY,Air conditioning - no,"BuildingFeatures, ClimateControl, ContentScore, PartnerCentral:ClimateControl, PartnerCentral:OtherPolicies",Whether or not the property has air conditioning is unknown (Content Score amenity)
1d6fc449-80a6-4e0e-b46a-7026af319492,xBasketballGear,LODGING_UNDEFINED,Basketball gear,null,Base attribute removed: BasketballGear; Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226)
b248d8c1-4da8-4a83-a9b6-33dd4d5af7e4,DesertView:BookableUnit,ROOM_UNIT,Desert view,"ContentScore, LCS, PartnerCentral:View, StructuredAttributeContent, View",This bookable unit has a full view of the desert landscape
d8bee01a-6e0b-4470-9576-719119842629,LatvianSpoken,PROPERTY,Latvian,"ContentScore, Language, LCS, PartnerCentral:Languages, StructuredAttributeContent",This language is spoken by staff at this property: Latvian
bf40201a-8eba-11e9-bc42-526af7764f64,ValetParking:Free:PerStay:PerRoom:ValueAdd:(PromotionType),VALUE_ADD_PROMOTION,Promotion type,null,This value-add promotion includes valet parking per room per stay
da423263-0148-4ac3-a208-e1e75f1b3177,SpaService:Treatments,PROPERTY,Spa treatments available,"LCS, PartnerCentral:Spa, Spa",Spa treatments (non-medical procedures to improve the health of the body) are available at the property
866107b9-a551-4aab-b69f-fcee350a9516,EspressoMaker:BookableUnit,ROOM_UNIT,Espresso maker,"ContentScore, FoodAndBeverage, Kitchen, LCS, PartnerCentral:RoomRefreshment, RoomRefreshment, StructuredAttributeContent, Vrbo",An appliance in some units that makes coffee beverages
fceb2296-d2f6-4139-8541-c0c4a488f850,SkiDownhill,LODGING_UNDEFINED,Downhill skiing,null,Broader concept for attributes related to downhill skiing
f1b341bc-fa49-11e9-8f0b-362b9e155667,FirstAidKit:BookableUnit,ROOM_UNIT,First aid kit,"FamilyAndChildren, LCS, PartnerCentral:TravelerSafety, Safety, StructuredAttributeContent, Vrbo",The unit has a first aid kit avaiable for traveler safety
ab8ac378-a074-4ec9-8563-991a448df9d0,RollawayExtraBeds:Unavailable:BookableUnit,ROOM_UNIT,No rollaway/extra beds,"ContentScore, ExtraBedding, LCS, PartnerCentral:Bedding, StructuredAttributeContent",Rollaway/extra beds are not available in this bookable unit
72ad643f-5cd5-4f08-8a88-a4e177e54e69,Utilities,LODGING_UNDEFINED,Utilities,BuildingFeatures,Public services such as electricity and gas
d86726ff-4a17-4a28-996e-5b81963254a8,WiFi,PROPERTY,Internet access - wireless,"Internet, LCS, SearchFilter:FreeWiFi",WiFi access is available throughout the property
ddba56c8-ba26-11e8-96f8-529269fb1459,SkiLiftTicket:DiscountPercentageOffer:PerStay:PerPerson:GuestLimit:ValueAdd:(Percentage),VALUE_ADD_PROMOTION,Percentage,null,The percentage amount off for a value add promotion for a discounted percentage off of ski lift ticket(s) per person per stay for a specified number of guests
232b7e2a-389b-4428-9802-2825841b7667,CookwareDishwareUtensils,SPACE; PROPERTY,"Cookware, dishware, and utensils","Kitchen, LCS, PartnerCentral:KitchenFeatures, StructuredAttributeContent, Vrbo",All bookable units have kitchen implements used to prepare and consume food
5e7e9809-2c49-11b2-8090-b6976d4e7ba7,EnhancedSafety,PROPERTY,Property confirms they are implementing guest safety measures,"KBYG, PartnerCentral:TravelerSafety, Safety, StructuredAttributeContent, Vrbo",Property is currently implementing guest safety measures
0078673e-3bad-4724-92a3-f3facb8250cf,xTennisGear,LODGING_UNDEFINED,Tennis gear,null,Base attribute removed: TennisGear; Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226)
fc825392-c4d4-4431-b659-df4dfb751a79,KingBed,SPACE,King bed(s),null,This Space-level amenity describes a bed type that is available. This data is mastered in the Room Type Service and exists in the ACS taxonomy to facilitate mapping for distribution of RTS data via ACS Distribution. It is not intended for direct configuration by suppliers within ACS.
0a42fd86-f8f2-4d73-acef-971f9fcb5947,OutdoorTreatmentRooms,PROPERTY,Outdoor treatment areas,"LCS, PartnerCentral:Spa, Spa",The property has an outdoor setting or multiple outdoor settings in which guests can receive spa services
c21df376-32bb-4183-903a-7c934af1e3ba,Gala:Dinner:Fee:Mandatory:ForChildren:NewYearsEve:(Amount),PROPERTY,New Year's Eve gala dinner fee child amount -,null,The mandatory fee amount charged for children staying on December 31 for a gala dinner; use with GalaNewYearEveChild-Scope
f74db3a4-712a-45a9-9a9e-8fbe99bcd6e1,WaterUtility:AmountFee:Mandatory:(Scope),PROPERTY,Water fee scope -,null,The scope of the mandatory heating fee (including per cubic meter or gallon consumed)
2c2f20e0-7914-4c87-8e1d-591c781575c3,Dinner:DiscountPercentageOffer:PerDay:PerRoom:ValueAdd:(Percentage),VALUE_ADD_PROMOTION,Percentage,null,The percentage amount off for a value add promotion for a discounted percentage off of dinner per room per day
54b1258c-8e10-11e9-bc42-526af7764f64,Excursion:DiscountPercentageOffer:PerStay:PerRoom:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of a value add promotion for a discounted percentage amount off of excursions per room per stay
48239341-ff7e-4b17-a694-1d7c848b123e,CityTax:Instance4:AmountFee:Mandatory:ForAdults,PROPERTY,City tax instance 4,"Fee, MandatoryFee, NonPartnerCentral, Taxation",Fourth instance of the mandatory city tax fee for adults
72a30a73-ab8a-49b8-898a-94a0655b9129,Dinner:Kaiseki:Seafood:Free:ValueAdd,RATE_PLAN,Kaiseki seafood dinner,"Dining, FoodAndBeverage, LCS, RatePlan, Restaurant, Ryokan, SearchFilter:FreeDinner, StandardValueAdd, ValueAdd",This rate plan includes Kaiseki-style seafood dinner (traditional multi-course evening meal with Japanese cuisine)
cd822612-37d1-11ea-978f-2e728ce88125,HotTub:Private:BookableUnit:Outdoor,ROOM_UNIT,Private hot tub (outdoor),"LCS, PartnerCentral:RoomLayout, SearchFilter:HotTub, StructuredAttributeContent",This bookable unit has an outdoor hot tub
87670bc0-baaf-11e8-96f8-529269fb1459,ConcertsOrLiveShows,PROPERTY,Concerts/live shows,"Entertainment, LCS, PartnerCentral:GameAndEntertainment, StructuredAttributeContent","An entertaining performance, typically musical or theatrical, presented in front of an audience is available onsite"
1be6e7ee-d3fe-11e9-bb65-2a2ae2dbcce4,Bedroom:DoubleBed:Instance8,PROPERTY,Double bed,"LCS, Vrbo",The eighth bedroom has one or more double beds
8ea0b503-795a-4516-b201-33ae17729608,ClosedArea:Pool:Indoor:Instance2,PROPERTY,Indoor pool,"Closure, PartnerCentral:Closures, Pool",The indoor pool onsite is closed (in addition to another closed area)
19ff592d-c0b4-4f1a-8a81-13557d3d84df,GermanyCityTax:Fee:Mandatory,PROPERTY,City/Local-Germany,"Fee, MandatoryFee, NonPartnerCentral, PriceQualityComplianceAttribute, Taxation",A mandatory tax is imposed by the city. Business travelers with proof of business-related travel are exempt from this tax
ddb9f8cc-ba26-11e8-96f8-529269fb1459,FoodAndBeverage:DiscountPercentageOffer:PerStay:PerPerson:GuestLimit:ValueAdd:(GuestLimitQuantity),VALUE_ADD_PROMOTION,Guest limit,null,The maximum number of guests allowed for a value add promotion for a discounted percentage off of food and beverages per person per stay
ddb9bb82-ba26-11e8-96f8-529269fb1459,Excursion:CreditAmountOffer:PerDay:PerPerson:GuestLimit:ValueAdd:(GuestLimitQuantity),VALUE_ADD_PROMOTION,Guest limit,null,The maximum number of guests allowed for a value add promotion for a credit amount toward excursions per person per day
37e8a874-5809-4f5b-8443-521b443bfab9,xBreakfast:AmountFee:Weekends:TimeQuantity,PROPERTY,Weekends,"Breakfast, Dining, PartnerCentral:Breakfast","Deprecated attribute; template details moved to a new broader concept, and this attribute is no longer needed, deprecated as part of CAM-224.
Former Base attribute: Breakfast
Former Base terms: AmountFee, TimeQuantity, Weekends
Former Categories: Breakfast, Dining, PartnerCentral:Breakfast"
db9a0d66-abab-4b81-be54-78ac42080253,DiningTable,PROPERTY,Dining table,"LCS, PartnerCentral:RoomLayout, StructuredAttributeContent, Vrbo",A table intended for dining use is available in bookable units
9d4056d4-ddea-4fe2-a7b2-33f98dd45ba9,Bedroom:KingBed:Instance6:(Count),PROPERTY,King bed(s) -,null,The number of king-sized beds in the sixth bedroom
d313ceac-b4c1-4b33-89fc-d45add73c05c,StateTaxID:(CustomText),PROPERTY,State tax ID -,null,Value for the property's state tax ID number
54b111be-8e10-11e9-bc42-526af7764f64,Dinner:CreditAmountOffer:PerStay:PerRoom:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of value add promotion for a credit amount toward dinner per room per stay
bf4060a2-8eba-11e9-bc42-526af7764f64,SkiLiftTicket:DiscountPercentageOffer:PerStay:PerRoom:ValueAdd:(PromotionType),VALUE_ADD_PROMOTION,Promotion type,null,The type of value add promotion for a discounted percentage off of ski lift tickets per room per stay
946c2fec-ac9c-4ef7-ad6d-94dcd8cbdcb8,CityTax:Instance2:AmountFee:Mandatory:ForAdults:(Scope),PROPERTY,CityAdult2-Scope,null,"Scope for the second instance of the mandatory city tax for adults (i.e. per person, per accommodation, etc.); Scope for the fee (i.e. per person, per accomodation, etc.)"
1ed828f2-7385-4de7-8c36-f64d7657059e,CoinLaundry:Onsite,PROPERTY; ROOM_UNIT,Coin laundry on site,"ContentScore, GuestServicesFacilities, LCS, PartnerCentral:CityHighlights, PartnerCentral:GuestServiceAndFacilities, StructuredAttributeContent, Vrbo, VrboOnboarding",There are coin-operated laundry facilities at the property
05324aa5-83fa-458c-9985-c76d9e0a2de4,Restaurant:Breakfast,PROPERTY,Breakfast,"Breakfast, Dining, FoodAndBeverage, PartnerCentral:Dining, Restaurant","The first dining venue serves breakfast, or a morning meal"
54b27108-8e10-11e9-bc42-526af7764f64,ShowTicket:VoucherAmountOffer:PerStay:PerPerson:GuestLimit:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of value add promotion for a voucher toward show ticket(s) per person per day for a specified number of guests
626496bf-4b0f-4c5f-8992-b7726dcb259e,UzbekistanPayments,PROPERTY,KBYG-Uzbekistan Payments,"KBYG, PaymentMethods",This property in Uzbekistan requires both cash and non-cash payments to be made in either USD or EUR
966ad478-8f51-4bce-8baf-c61aeea4b1d1,Spa:AdvanceNotice,PROPERTY,Advance reservations for spa services,"KBYG, PartnerCentral:Spa, Spa, StayPolicy",Advanced notice is required to to access the spa at the property
135df83e-3d45-4169-a349-616778c0190f,RoomUpgradeOffer:LimitedAvailability:CorporateValueAdd,RATE_PLAN,Room upgrade upon availability,"CorporateValueAdd, LCS, RatePlan, ValueAdd","This corporate rate plan includes an upgrade to the next room category, subject to availability at check-in"
5b91843c-0889-44e6-9894-05c90370b738,LocalShuttle:Free:CorporateValueAdd,RATE_PLAN,Free local shuttle,"CorporateValueAdd, LCS, RatePlan, Transportation, ValueAdd",This corporate rate plan includes shuttle service transporartion to local areas
7baa3e43-c7d7-40a0-bc60-9288f1722fe8,iPodDockStation,PROPERTY,iPod docking station,"Entertainment, LCS, PartnerCentral:RoomEntertainment, StructuredAttributeContent","All rooms at this property offer an iPod docking station (a cradle with a vertical plug (Apple 8-pin Lightning or Apple 30-pin) onto which an iPhone, iPad or iPod touch is docked to play music and/or to charge the unit)"
8e5e7e98-0eea-4729-87b8-f26beb093a6f,ValetParking:CreditAmountOffer:PerStay:PerRoom:ValueAdd,VALUE_ADD_PROMOTION,%amount% valet parking credit per stay,"Parking, RatePlan, SearchFilter:Parking, ValueAdd, ValueAddPromotion, VAP:OfferType:Credit, VAP:ValetParking",Value-add promotion includes credit toward valet parking fees per room per stay
aaadfec4-0bba-11ea-8d71-362b9e155667,xBankCardJapan,PROPERTY,Bank Card Japan,null,"Deprecated attribute, this payment method is no longer active, CAM-120; Base attribute: BankCardJapan"
41273743-c82a-4d7f-b03e-e659f6ef2bf7,RyokanOnsen,PROPERTY,RyokanMineralHotSprings,null,"Amenities relating to a ryokan's mineral hot springs baths, or onsen"
91a9ca9d-f72b-48af-9c5c-955b5494b672,Spa:Access:Free:PerDay:PerPerson:GuestLimit:ValueAdd:(GuestLimitQuantity),VALUE_ADD_PROMOTION,Guest limit,null,The maximum number of guests allowed for a value add promotion for spa access provided per person per day
ddb92a8c-ba26-11e8-96f8-529269fb1459,AmusementPark:Access:VoucherAmountOffer:PerStay:PerPerson:GuestLimit:ValueAdd:(Amount),VALUE_ADD_PROMOTION,Amount,null,Amount given for value add promotion  for a credit amount toward amusement park access per person per stay for a specified number of guests
bf3feae6-8eba-11e9-bc42-526af7764f64,FoodAndBeverage:CreditAmountOffer:PerDay:PerRoom:AlcoholNotIncluded:ValueAdd:(PromotionType),VALUE_ADD_PROMOTION,Promotion type,null,The type of value add promotion for a credit toward food and beverages (excluding alcohol) per room per day
ddbaa312-ba26-11e8-96f8-529269fb1459,Resort:Access:CreditAmountOffer:PerDay:PerPerson:GuestLimit:ValueAdd:(Amount),VALUE_ADD_PROMOTION,Amount,null,The credit amount for a value add promotion for a credit toward resort access per person per day for a specified number of guests
e8bf49c7-6ae4-4e0d-af20-17689f0d14a3,SleepSofaOrFuton,SPACE,Sleep sofa/futon(s),null,This Space-level amenity describes a bed type that is available. This data is mastered in the Room Type Service and exists in the ACS taxonomy to facilitate mapping for distribution of RTS data via ACS Distribution. It is not intended for direct configuration by suppliers within ACS.
1b151c38-f824-4200-ad29-d20c7bab61fa,xSurfing:NearbyLocation,LODGING_UNDEFINED,Surfing nearby,null,Base attribute removed: Surfing; base term removed: NearbyLocation; Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226)
c913dd8e-af88-42bc-b23f-7cbbdbc910ca,BusinessCenter,PROPERTY,Business center,"Business, ContentScore, LCS, PartnerCentral:Business, SearchFilter:BusinessServices","Property has a room with facilities such as computers, fax machines, printers, etc. that allows guests to work while they are staying at the property"
d3fce304-d239-485f-9b0e-be8b7bc53249,WaterPark:Access:DiscountPercentageOffer:PerStay:PerRoom:ValueAdd,VALUE_ADD_PROMOTION,%percent% waterpark access discount (once per stay),"FamilyAndChildren, Pool, RatePlan, ValueAdd, ValueAddPromotion, VAP:OfferType:Discount, VAP:WaterparkAccess, WaterBasedActivity",Value add promotion inclusion for a discounted percentage amount off of water park access per room per stay
4aa31250-32ad-4e59-8536-52e16ca00b4a,HeatedPool:AmountFee:Mandatory:(Amount),PROPERTY,Heated pool maintenance fee amount -,null,The amount charged for the specified item or service
a2dd6c8f-2c45-11b2-80cf-2a4110097212,FacilitiesClosure:TemporaryClosure:(EndDay),PROPERTY,Facilities temporary closure end day -,null,Facilities temporary closure end day
ecd6916a-aa0b-11e8-98d0-529269fb1459,Minibar:CreditAmountOffer:PerStay:PerRoom:ValueAdd:(CurrencyCode),VALUE_ADD_PROMOTION,Currency code,null,The currency code for a value add promotion for a credit towards minibar per room per stay
6d091b74-d331-11e9-bb65-2a2ae2dbcce4,Bedroom:QueenBed:Instance4,PROPERTY,Queen bed,"LCS, Vrbo",The fourth bedroom has one or more queen-sized beds
e709cc20-24a8-4c0a-855e-d4e52588fdda,DesignerStores,PROPERTY,Designer stores,PartnerCentral:Shopping,A store featuring clothing or items made by or carrying the label of a particular designer or fashion house
